id,country,description,Fruity Favour,Spicy Favour,Earthy Favour,Floral Favour,Oaky Favour,Nutty Favour,Herbal Favour,Mineral Favour,Sweet Favour,Body (Weight/Texture),Acidity,Sweetness Level,Alcohol Level (Perception),Ageability,Food Pairing / Occasions,Tannins,Region/Terroir,Color,Finish,Aging Method,Climate Characteristics,Intensity/Aroma,Style,Unique/Standout Notes
87698,Italy,"This is a genuine but simple interpretation of Barbera d'Asti Superiore with fresh fruit layers and vibrant tones of cherry, cranberry and pomegranate. This easy-pairing food wine boasts cleansing acidity, medium density and a polished finish.",berry,,,,,,,,,medium-bodied,high acidity,,medium,ready to drink,dinner,,,,,,,pronounced,modern,
45568,US,"Pure Red Mountain Cabernet Sauvignon fruit brings sexy flavors of wild berry and cassis. This vintage has bright acids and fairly tamed tannins, and the fruit pops out with lovely cherry flavors. Maybe not as concentrated as some past vintages, but beautifully proportioned, accessible and still ageworthy over the medium term.",berry,,,,,,,,,medium-bodied,high acidity,dry,,needs aging,,medium tannins,mountain,,,,warm climate,pronounced,modern,
72017,US,"Parducci's '03 True Grit was a sensation. The '04 is a worthy successor. Dry, tannic and amazingly rich, it floods the mouth with blackberry, cherry, currant, leather, coffee, carob and peppery spice flavors that go on and on in the finish. Like any great young Petite Sirah, it will age for many years.",berry,pepper,leather,,,,,,,full-bodied,,dry,high,needs aging,,high tannins,,,long,,,intense,modern,
49498,Spain,"Perfectly nice, but ultimately basic in its approach. The nose is initally dry and woodsy, with plenty of balsam. Later on, the palate reveals a previously unseen black cherry element, while the finish is crisp and lean. Drink now.",berry,,forest floor,,oak,,,,,,crisp,dry,,ready to drink,,,,,crisp,oak barrel,,muted,,
52578,Italy,"This full and generous red wine from Umbria is aged 18 months in casks, 18 months in small barrel and 18 months in the bottle before its release. All this to soften the notoriously hard tannins of the Sagrantino grape. That firm structure is still very apparent and the wine ends with cherry, spice, and bold, super-ripe raspberry.",berry,pepper,,,oak,,,,,full-bodied,,,,long-term aging potential,dinner,high tannins,,,long,oak barrel,warm climate,intense,traditional,
71680,US,"Mostly Cabernet Sauvignon, this Bordeaux blend is a nice wine for drinking now. It's very forward in blackberry, cherry and oak flavors, and finishes a little sweet.",berry,,,,oak,,,,,medium-bodied,,sweet,,ready to drink,casual,,,,short,oak barrel,,pronounced,modern,
47495,US,This pleasant effort is light and cherry-flavored. It shows little evidence of any barrel flavors despite aging in 100% French oak. The tannins stiffen up and give it a bit of backbone.,berry,,,,,,,,,light-bodied,,,,ready to drink,,medium tannins,,,,oak barrel,cool climate,muted,modern,
53407,US,"This is a classic California interpretation of a southern Rhône-style blend. It's a good wine, smooth and pleasant if not particularly complex, offering rich flavors of cherry, cherry liqueur, cola, mocha, bacon and white pepper. Drink now.",berry,pepper,,,,,,,,medium-bodied,,,,ready to drink,casual,smooth,,,smooth,,warm climate,pronounced,modern,meaty
42781,US,"They held this Cab-Sangiovese blend back, but it's still awkward. It's clean and fruity, but way too sugary sweet for a dry table wine.",berry,,,,,,,,honey,,,sweet,high,,dessert pairing,,,,,,,,modern,
6071,France,A certain creamy nuttiness is suggested on the nose. The sunniness of 2015 is expressed by a generous mirabelle ripeness. The body still is very slight and subtle and all about a graceful texture. There's a lovely touch of lemon freshness on the finish.,citrus,,,,oak,almond,,,,light-bodied,,,,ready to drink,aperitif,,,,medium,oak barrel,warm climate,subtle,,zesty
65939,Italy,"This is a bright pink rosé with a full bouquet of berry and floral aromas but also a pungent point of chemical or solvent at the back that creates an awkward first impression. The wine is bright, firm and crisp on the palate.",berry,,,rose,,,,,,light-bodied,high acidity,,,,aperitif,,,,,,,pronounced,modern,
226,Italy,"Made from vineyards throughout the village of Serralunga d'Alba, this straightforward wine is still closed. It reveals black cherry, espresso, prune and subtle oak alongside a note of tire rubber. It's still extremely young, with aggressive tannins that dry out the finish.",berry,,,,oak,,,,,tannic,,,,needs aging,,high tannins,,,short,oak barrel,,pronounced,,
56192,Italy,"An 80-20 blend of Cabernet Sauvignon and Syrah, this shows a pristine, polished bouquet that's composed of black fruit, rum cake, licorice, tobacco and spice. The ripe fruit and cassis notes on the finish add softness and heft. This is elegant and complex, especially in the mouth.",berry,,,,,,,,,full-bodied,,,,,,,,,long,,,pronounced,modern,
9341,France,"This wine comes from Gascony, where the Gascon and his famous beret are inseparable. This blend of mainly Gros Manseng has some herbal character but it also has yellow fruits, and a ripe edge of honey that softens and fills out the crisp green-fruit flavors. Drink now.",,,,honeysuckle,,,sage,,honey,,crisp,dry,,ready to drink,,,,,,,,pronounced,modern,
93411,US,"Firehouse Red is Tamarack's bread-and-butter wine, and rightfully so. Though it's a mélange of Cabernet, Syrah, Merlot, Franc, Malbec and more, it pulls itself into focus with spicy, slightly high-toned fruit, bright and herbal. The mix of tart red fruit, nettles and wild herbs bring a lot of complexity to what is essentially a mutt wine.",,pepper,,,,,sage,,,,high acidity,,,,,,,,complex,,,pronounced,modern,
3502,US,"This quite tart, young and spicy red pulls sharp and puckery cranberry fruit into focus. It's best enjoyed chilled, and would be a fine option for the base of a wine punch.",berry,,,,,,,,,light-bodied,high acidity,,,ready to drink,casual,,,,,,cool climate,pronounced,modern,zesty
89432,US,"Heavy and dull in the mouth. They seemed to have picked the darkest, ripest, softest, plummiest lots, and then plastered the wine with oak. Not bad for a Grenache, but lacks the vibrancy and lift you want from Pinot Noir.",plum,,,,oak,,,,,full-bodied,low acidity,,,,,,,,,oak barrel,warm climate,muted,modern,
51017,US,"Ripe, pure flavors of tropical fruits, Meyer lemons, limes and peaches mark this lovely Chardonnay. New French oak adds luscious notes of buttered toast. With crisp acidity and a clean, spicy finish, it's a beautiful Chard to drink now.",tropical fruit,,,,toast,,,,,medium-bodied,high acidity,dry,,ready to drink,,,,,,oak barrel,cool climate,pronounced,modern,exotic
24867,US,"Warm spice and oak tones accent fresh apples and lemons on this full-bodied Chardonnay. It's not subtle with a dense slick of caramel that extends along the midpalate, but a kick of lemon-lime acidity on the finish adds some levity.",apple,,,,oak,,,,caramel,full-bodied,high acidity,dry,high,ready to drink,,,,,long,oak barrel,warm climate,intense,modern,zesty
68496,France,"Ripe pink grapefruit flavors dominate this delicious wine. It has minerality as well as some richness, crispened by taut tannins and a citrus aftertaste.",citrus,,,,,,,flint,,medium-bodied,high acidity,dry,,,,medium tannins,mineral,,crisp,,cool climate,pronounced,,zesty
49728,US,"Oddly sweet and medicinal, with sugary apricot and orange soda flavors and deficient acidity.",tropical fruit,,,,,,,,honey,,low acidity,very sweet,,over the hill,dessert pairing,,,golden,,,,muted,modern,exotic
64665,Spain,"More familiar and less unusual than prior vintages. This wine deals typical, upright lemon, lime and tropical fruit aromas backed by green apple and lemon-based flavors. With good acidity and an even keel, it is a solid, fresh, dry Albariño that should not disappoint. Imported by Grapes of Spain.",citrus,,,,,,,,,light-bodied,high acidity,dry,,ready to drink,seafood pairing,,,,,,cool climate,pronounced,traditional,zesty
41413,US,"Not one of the best Cabs from this venerable winery. Despite a cool vintage, there's a burnt edge to the blackberry pie filling flavors. Tasted in late 2007, the tannins are very astringent, and shut down the palate. Could show better after 2008.",berry,,,,,,,,,tannic,,,,needs aging,,high tannins,,,,,cool climate,muted,,smoky
13561,Italy,"The region of Lazio in central Italy is not well-known for its wines, but this well-priced 50-50 blend of Montepulciano and Merlot shows its enological potential. This is a rich and penetrating wine with loads of black fruit and spice.",berry,pepper,,,,,,,,full-bodied,,,,,,,,,,,,intense,modern,
5884,US,"Dry and succulent, this brings tangy flavors of rhubarb and raspberry into focus. It's made for picnic foods—could anything be better with fried chicken? This is widely available and scores a bullseye if your target is a summer sipper.",berry,,,,,,,,,light-bodied,high acidity,dry,,ready to drink,casual,,,,,,,pronounced,,zesty
42252,US,"Starts off with oaky, jammy aromas of cherries and raspberries, and tastes a little sweet in fruit pastry, with the baked crust. Seems a little one-dimensional, although that dimension is a very delicious one. Cabernet Sauvignon, Petit Verdot, Cabernet Franc and Malbec.",berry,,,,oak,,,,,medium-bodied,,sweet,,,dessert pairing,,,,,oak barrel,warm climate,pronounced,modern,
92627,Spain,"Muruve is a label worth watching in Toro. The wines are not as brawny and robust as some, and instead they offer more reserved pleasures. This reserva shows coconut and black plum aromas, with very ripe but structured black fruit flavors. Coffee and vanilla flood the finish, and overall the wine is raring to go now and over the next few years.",plum,,,,vanilla,,,,,medium-bodied,,,,ready to drink,,,,,long,oak barrel,warm climate,subtle,modern,exotic
25899,US,"Dusty and detailed, this pure Viognier incorporates notes of lemon-pepper; tart, fresh lemon pulp and rind; plus a hint of curry powder. This should make an interesting accompaniment to raw clams or oysters.",citrus,pepper,,,,,,,,,high acidity,,,,seafood pairing,,,,,,,pronounced,,exotic
6763,US,"This blend is 50% Cabernet Sauvignon and 25% each Merlot and Cabernet Franc. Complex old-vine characteristics emerge in a graceful, lengthy, detailed and subtle wine that weaves together herb, tobacco, olive and brambly berries. Drink now–2020.",berry,,,,,,sage,,,medium-bodied,,,,ready to drink,dinner,,,,long,,,subtle,traditional,
95272,US,"A little sugar goes a long way. This dessert wine is primarily Ain, with a splash of Muscat and Viognier. It's quite sweet, with apricot, tangerine, peach, honey and dusty spice flavors. This would be a great wine if the flavors were more concentrated.",peach,,,honeysuckle,,,,,honey,,,very sweet,,,dessert pairing,,,,,,,subtle,,perfumed
46405,France,"Considering the reputation of Lynch-Bages as a rich, polished wine, it is not surprising that, in 2003, the team of Jean-Michel Cazes and Daniel Lhose produced a superlatively ripe, opulent wine, one that could almost have come from Napa. But not quite: The fruit is compact and dense, with layers of acidity that speak more of  Bordeaux than California. Imported by Diageo Chateau & Estates.",,,,,,,,,,full-bodied,high acidity,,high,needs aging,,,,,,oak barrel,warm climate,intense,modern,
3221,US,"Of all the 2012 releases from Mannina, this is the most dense, dark and substantial. Cassis and black cherry fruit is set against a stiff streak of char and coffee, backed with firm, ripe tannins. The length and balance are just right for ripe fruit from young vines.",berry,,,,smoke,,,,,full-bodied,,,,needs aging,dinner,high tannins,,deep,long,oak barrel,,intense,modern,smoky
24177,US,"This is a heavy-duty Cabernet, big in every way, with rich black cherry and cassis fruit, and dense, dark tannins. The long, slightly grainy finish reinforces the impression of raw power, yet the wine retains perfect proportion and is nicely differentiated from the other 2010s crafted by winemaker Chris Figgins.",berry,,,,,,,,,full-bodied,,,high,needs aging,,high tannins,,,long,,warm climate,intense,modern,
76248,France,"Delicious and inviting with notes of eucalyptus, chocolate-covered cherries and wild raspberries on the nose. The palate exhibits darker flavors by way of black cherry and plum, fleshing out the solidly structured medium weight mouth. A moderate, evolving finish closes nicely with a kiss of sweet oak.",plum,,,,oak,,eucalyptus,,,medium-bodied,,,medium,needs aging,,medium tannins,,,medium,oak barrel,,pronounced,,
22353,US,"This Malbec is so dry, tannic and acidic that it's impossible to enjoy it on its own. There's a core of blackberries, but wow, what a tough wine. Decant it for a few hours and try it with barbecue.",berry,,,,,,,,,tannic,high acidity,dry,,needs aging,barbecue,high tannins,,,,,,intense,,
7389,US,"While light-bodied, gentle and intricate, this wine offers plenty of flavor nuances. Cranberry and herb tea aromas mark the nose, while the mouthfeel is at once soothing and tangy, with mulled cherry and clove aromas that slowly emerge and persist on the finish. It's a treat to sip and savor.",berry,clove,,,,,sage,,,light-bodied,medium acidity,dry,,,,,,,long,,,subtle,,
26429,US,"Distinctive aromas of beeswax and bee pollen continue with similar flavors, wrapped around tart yellow apple fruit. It's lovely, fragrant and ageworthy, in a high-acid Euro mold, but give it plenty of time to breathe. Decanting is a good idea.",apple,,,honeysuckle,,,,,honey,,high acidity,,,needs aging,,,,,,,cool climate,pronounced,traditional,perfumed
58661,US,"The grape's fruit flavors of blackberry and black cherry are nicely focused and rounded, but the vanilla and tobacco components, perhaps from aggressive oak treatment, bring in a bit of bitterness to the tannins. It's a fight to the finish—fruit or tannin—and too soon to pick a winner.",berry,,,,vanilla,,,,,tannic,,,,needs aging,,high tannins,,,long,oak barrel,,pronounced,modern,
94724,US,"A bit unripe, with herb and mint flavors side by side with blackberry and cassis. Shows classic Napa mountain structure of tannins and acids, but the mint reprises on the sharp finish. Not an ager.",berry,,,,,,mint,,,,high acidity,,,ready to drink,,high tannins,mountain,,short,,,pronounced,,
6770,France,"Roughly equal parts Grenache, Syrah and Mourvèdre, this is probably Lirac's top wine at the moment. It's big and rich in the mouth, leaving behind a coating of dark fruit, hints of meaty savoriness, baking spices and softly layered wood.",berry,cinnamon,,,oak,,,,,full-bodied,,,high,needs aging,dinner,,,,,oak barrel,,intense,modern,meaty
48644,Spain,"Blackberry and cola are the prime aromas that comprise the alluring bouquet. And as you'd expect, there's also leather and spicy wood thrown in. In the mouth, it's an intense ride of rich black cherry and plum. For now it's a little closed on the finish; will likely be better in three years.",berry,,leather,,oak,,,,,full-bodied,,,,needs aging,,,,,,oak barrel,,intense,,
12825,US,"A little sweet, which makes the wine less subtle, this Pinot Noir and Chardonnay blend has jammy raspberry, cherry and vanilla smoke flavors. The finish is very sweet.",berry,,,,vanilla,,,,honey,medium-bodied,,very sweet,,,dessert pairing,,,,long,,,pronounced,modern,smoky
81567,US,"Very few wineries got Walla Walla grapes in this freeze year, and even L'Ecole, which owns a piece of the Seven Hills vineyard, had to rely on other sources for many of its wines. But this is 100% Seven Hills Syrah, and it delivers wonderful fruit flavors with layers of citrus and tart berries. A green tea streak cuts through the substantial tannins.",berry,,,,,,,,,full-bodied,,,,needs aging,,high tannins,,,,,cool climate,pronounced,,zesty
29449,US,"Soft and dense with dark fruit, almost baked fruit flavors, that veer into nuts and vanilla, an easy-drinking Zin blended with a smidge of Zin from the 2009 and 2010 vintages as well as 7% Petite Sirah crafted by a Lodi producer to watch.",berry,nutmeg,,,vanilla,hazelnut,,,,full-bodied,,,medium,ready to drink,casual,smooth,,,,oak barrel,warm climate,intense,modern,
67032,US,"Mainly Syrah, with a splash of Grenache, Mourvèdre and Viognier, this polished wine is marked by things that are red: red cherries, red currants and red licorice. It's dry, full bodied and tannic. When you swallow, astrigency remains behind, with the aftertaste of crushed red pepper. Lovely and complex, it's a wine to decant.",berry,pepper,,,,,,,,full-bodied,,dry,high,needs aging,dinner,high tannins,,ruby,long,,,intense,modern,
13073,Italy,"The bouquet is marked by a steady stream of bright raspberry, rose, wild berry and bitter almond. It's sassy crispness on the finish should pair well with cheese or mayonnaise-based appetizers.",berry,,,rose,,almond,,,,light-bodied,high acidity,,,,cheese pairing,,,,crisp,,cool climate,pronounced,,perfumed
55278,France,"Soft, ripe and fruity, this is an attractive, ready-to-drink wine. Its juicy red fruits are balanced with tannins, offering a dry contrast. The finish is dark, structured and suggestive of the wine's potential for aging.",berry,,,,,,,,,medium-bodied,,dry,,ready to drink,dinner,medium tannins,,,long,oak barrel,,pronounced,modern,
88539,Italy,"Light-bodied and lacking in tannin, this is a more traditional Barbera, with attractive mixed berry fruit on the nose, followed by forest floor and graham cracker flavors in the mouth. Drink now.",berry,,forest floor,,,,,,,light-bodied,,,light,ready to drink,casual,low tannins,,,,,,subtle,traditional,
56917,US,"Very similar to the 2006, Kameron's '07 Bordeaux blend, which is based on Cabernet Sauvignon and Merlot, is upfront in blackberry, cherry, cassis, oak and spice flavors. It's quite tannic, with a puckery astringency that suggests needed time in the cellar. Better after 2014.",berry,,,,oak,,,,,tannic,,,,needs aging,,high tannins,,,,oak barrel,,intense,,
8264,Spain,"This Montsant white is oily and oaky on the nose. The palate on this Garnacha Blanca is plump feeling, with decent acidity and full flavors of papaya and melon. This finishes oily in feel, with green notes and scallion flavors. Only 500 cases made.",tropical fruit,,,,oak,,,,,full-bodied,medium acidity,,,,,,,golden,smooth,oak barrel,,pronounced,modern,exotic
70552,Spain,"Crisp white-fruit aromas come with a touch of green grass. It feels regular, with briny lime and tart apple flavors.",apple,,,,,,,saline,,light-bodied,high acidity,dry,,,seafood pairing,,coastal,,,no oak,cool climate,subtle,,salty
87190,Italy,"This gorgeous wine exhibits beautiful sophistication and austere aromas of elegant spice, candied fruit, licorice and maple syrup. It has aged beautifully thus far and promises a bright future ahead. The mouthfeel is tight and polished with firm tannins and exceptional integrity of fruit.",,pepper,,,,,,,,medium-bodied,,,,long-term aging potential,,high tannins,,,,oak barrel,,pronounced,modern,
54036,US,"Good price for a rich, textured Syrah. Shows delicious cherry, black raspberry, chocolate, anise, pepper and sandalwood flavors, wrapped into smooth tannins. Drink this soft, fruity Syrah now.",berry,pepper,,,,,,,,full-bodied,,,,ready to drink,casual,smooth,,,smooth,,,pronounced,modern,
1747,US,"Wet slate minerality leads the brisk, tightly wound nose. On the palate, the wine is a bit perfumed, at least for how tight the nose is, with elements of crisp apple, pear and a touch of nectarine.",apple,,,,,,,slate,,,high acidity,,,,seafood pairing,,mineral,,,,cool climate,pronounced,,perfumed
46916,Italy,"There's sweet dark cherry and plum fruit here, but to get to it you need to give the sulfur on the nose time to blow off. When it does, the wait is worth it. A full, lush mouthfeel caresses your palate, and the finish is dry and even. Decant if drinking now, or wait a year or two.",plum,,,,,,,,,full-bodied,,dry,,needs aging,,,,,long,,,muted,modern,
75658,US,"Comes down on the rustic side, but for the price it's pretty good for a dry Cabernet. Shows the variety's full-bodied fanciness in the blackberry, currant, cocoa and licorice flavors, with a rich steak of vanilla oak.",berry,,,,vanilla,,,,,full-bodied,,dry,medium,,dinner,,,,,oak barrel,dry,pronounced,traditional,
35835,US,"Aging quickly, this tastes principally of raisins and brown sugar. The tannins are soft and the wine is at or slightly past its peak. Drink up.",,,,,,,,,caramel,,,sweet,,over the hill,dessert pairing,low tannins,,,,,,,,
13179,US,"A rich Chardonnay, with plenty to offer. It's creamy and smooth in the mouth, with dry flavors of citrus, tropical fruit, vanilla and buttered toast, and brisk, clean acidity.",tropical fruit,,,,vanilla,,,,,full-bodied,high acidity,dry,,ready to drink,,,,golden,,oak barrel,cool climate,intense,modern,
980,France,"This range of wines comes from different regions of the southwest. The white comes from Gascony and is typical local blend. It is crisp and fruity with a soft texture from the ripe Colombard. There is a light dancing character to this lively, fruity wine. Drink now.",,,,,,,,,,light-bodied,crisp,,,ready to drink,aperitif,,,,,,,,,zesty
17425,Spain,"Ultraconcentrated and almost heavy on the nose, but not fully syrupy or leaden. Has a heavy disposition in the mouth, with brown sugar, caramel and other usual suspects making up the flavor profile. Creamy and chunky on the finish. Excellent dessert wine for the price.",,,,,,,,,caramel,full-bodied,,very sweet,high,ready to drink,dessert pairing,,,,long,,,intense,modern,
73347,Italy,"This is gorgeous with a delicate but intense bouquet of pressed rose, wet earth, licorice cola and dried berry fruit. The mouthfeel is incredibly long and silky.",berry,,soil,rose,,,,,,silky,,,,,,,,,long,,,pronounced,,perfumed
15866,France,"A soft, fat, caramel-flavored wine, showing strawberry fruits and a creamy texture. It lacks acidity, leaving a wine that needs to be drunk soon.",berry,,,,,,,,caramel,full-bodied,low acidity,,,ready to drink,dessert pairing,,,,short,oak barrel,,muted,,
6144,US,"The dryness and low alcohol are praiseworthy, but more challenging are hard tannins and biting acidity. With blackberry and sweet green-herb flavors, it's the opposite of today's ripe cult style, but by no means unattractive.",berry,,,,,,sage,,,tannic,high acidity,dry,medium,needs aging,dinner,high tannins,,,,,cool climate,muted,traditional,
10630,US,"A good, dry, elegant wine, fully ready to drink now with a nice steak. It's a complex Merlot, with layers of black cherries, licorice, cola and spices, as well as a pleasant touch of smoky oak.",berry,,,,smoke,,,,,medium-bodied,,dry,,ready to drink,dinner,medium tannins,,,complex,oak barrel,,pronounced,,smoky
17599,Italy,"Rusciano is a blend of Syrah and Nero d'Avola that displays impressive depth and complexity. Aromas of dark fruit, spice, black currant and earthy tobacco build in intensity as the wine evolves in the glass. The finish is smooth and rich.",,pepper,soil,,,,,,,full-bodied,,,,,,smooth,,,smooth,,,intense,,
100075,Italy,"With its deep, tart-sweet black-plum aromas and flavors wrapped in a toasty oak blanket, this is an appealing, modern-style Barbera. The grape's native acidity is well tamed, but enough remains to make it a great food match. Has good tannic structure, yet has immediate appeal. Finishes long, dark and handsome.",plum,,,,toast,,,,,medium-bodied,medium acidity,dry,,ready to drink,dinner,medium tannins,,,long,oak barrel,,pronounced,modern,smoky
9161,France,"Generous and rounded, this wine combines the opulence of Volnay with a strongly tannic character coming from the old vines. Together, it's a rich, fruit-filled wine that is backed by a dry core and fragrant red berry acidity. Drink from 2018.",berry,,,,,,,,,full-bodied,high acidity,dry,,ready to drink,,high tannins,,,,,,pronounced,traditional,perfumed
9434,US,"The aromas seem quite dried out, with notes of fruit leather, medicine cabinet and green herbs. The palate brings more of the same, seeming more advanced than its age might indicate.",,,leather,,,,sage,,,,,,,over the hill,,,,,,,,muted,traditional,
27963,France,"Crisp and fruity, this is a classic rosé. It shows a lightness that comes from the delicately handled fruits, giving gentle berry flavors, bright acidity and a textured aftertaste.",berry,,,,,,,,,light-bodied,high acidity,dry,,ready to drink,aperitif,,,pale,crisp,,cool climate,subtle,modern,
46601,US,"For fans of grassy, gooseberry-accented wines. Lemon and lime show here, too, with decent acidity. Tiny amounts of Semillon and Chardonnay add dimension. It's fruity and simple, very clean (as you'd expect), a touch sweet and finishes swiftly.",berry,,,,,,,,,,high acidity,off-dry,,,aperitif,,,,short,,cool climate,pronounced,modern,zesty
9473,US,"This tasty, toasty red wine is all Sangiovese. The tangy red berry fruit flavors carry highlights of peppery herbs. With some air time the wine smoothes out and rolls into a creamy, mocha-infused finish.",berry,pepper,,,toast,,sage,,,medium-bodied,,,,ready to drink,dinner,smooth,,ruby,long,oak barrel,,pronounced,modern,
71987,US,"Very ripe and almost sweet in jammy, pie-filling cherries and raspberries, with a rich seasoning of cinnamon, brown sugar and cocoa. But it's technically dry, and has a crispness from fine Arroyo Seco acidity. Drink now.",berry,cinnamon,,,,,,,,full-bodied,high acidity,dry,,ready to drink,dessert pairing,,,,,,warm climate,intense,modern,
103125,US,"A pretty wine with aromas of black-cherry liqueur and a dash of espresso, or maybe it's the other way around. Round, full and lushly flavored. The high acidity gives it real bite; in fact, the finish is somewhat bitter because of it. Food will soften it up nicely.",berry,,,,,,,,,full-bodied,high acidity,,,needs aging,dinner,,,,,,,pronounced,,
15267,Italy,"This easy Sangiovese should pair with a pizza or a grilled ham and cheese sandwich. There are mild fruit flavors here, followed by sun-drenched aromas of leather and spice.",,,leather,,,,,,,,,,,ready to drink,casual,,,,,,,subtle,traditional,
30542,US,"The excellent aromas show the muscle and meat typical of the better Syrahs, and the concentrated palate is a well-crafted blend of brambly berry, pepper, sea salt, cured meat and loam.",berry,pepper,soil,,,,,saline,,full-bodied,,,high,,barbecue,high tannins,coastal,,complex,,warm climate,intense,modern,meaty
67031,US,"Very consistent in style with previous vintages, this textural, lemony, racy Riesling seems bone dry, though it is noted as having 1% residual sugar. Along with rich flavors of grapefruit and citrus, there are nectarine and pear fruit highlights and a sharp minerality.",citrus,,,,,,,slate,,,high acidity,bone dry,,,seafood pairing,,mineral,,,,cool climate,pronounced,modern,zesty
6578,Italy,"This opens with earthy aromas of scorched soil, overripe plum, leather and a funky whiff of farmyard. On the palate, notes of game, clove and sage join raw red cherry offset by bracing tannins.",plum,clove,soil,,,,sage,,,tannic,,,,needs aging,dinner,high tannins,,,,oak barrel,,pronounced,natural,meaty
83663,US,"A delicious and interesting white wine, made from a variety more usually used for blending purposes. It's honey-rich but dry, similar in structure to an oaky Chardonnay, with tropical fruit and vanilla flavors that have a pleasant touch of bitterness.",tropical fruit,,,honeysuckle,oak,,,,honey,medium-bodied,,dry,,ready to drink,,,,golden,complex,oak barrel,,pronounced,modern,exotic
84266,Italy,"This is a bright and fruit-forward red wine from Piedmont in Northern Italy that exhibits prominent, but not overly intense or intrusive, aromas of fresh fruit, exotic spice and drying mineral. The wine has a fresh acidic component balanced by a jammy, sweet finish.",berry,,,,,,,slate,,medium-bodied,high acidity,sweet,,ready to drink,casual,,mineral,ruby,,,cool climate,pronounced,modern,exotic
72340,US,"Simple and seemingly sweet, this Chardonnay has apricot jam flavors.",,,,,,,,,honey,,,sweet,,,dessert pairing,,,golden,,,warm climate,subtle,,
42784,US,"With too much oak and too sweet fruit, the result is an unbalanced Chardonnay. It tastes like LifeSaver lemon candies cooked into a baked Alaska dessert.",citrus,,,,oak,,,,,,,sweet,,,dessert pairing,,,,,oak barrel,,intense,modern,exotic
98565,US,"Firm and muscular, this delivers powerful, concentrated red currant, cherry and berry fruit, tightly wrapped and resonant. Young and compact, the wine just begins to hint at the complexity it contains, with notes of herb, leaf and barrel spice. Good weight and concentration, plus exceptional length and precision.",berry,,,,oak,,,,,full-bodied,,,high,needs aging,,high tannins,,,long,oak barrel,,intense,modern,
12524,US,"Very ripe, with sun-enriched blackberry, cherry and mocha flavors, and rich in sweet, dusty tannins. The finish on this polished, gentle Cab is a little sweet and oaky. Drink now.",berry,,,,oak,,,,,full-bodied,,sweet,medium,ready to drink,dinner,medium tannins,,,short,oak barrel,warm climate,intense,modern,
59803,US,"Here's a Cabernet to age for a while. It's very dry and richly flavored in classic varietal flavors of blackberries, black currants and cedar, with finely ground, intense tannins. But it has a youthful immaturity that simply isn't ready to appreciate now. Really needs time for all the parts to mesh together. Give it until 2012, and it should develop bottle complexity for another 5–6 years.",berry,,,,oak,,,,,full-bodied,,dry,,needs aging,,high tannins,,,long,oak barrel,,intense,,
58805,France,"This is bizarrely perfumed: It tastes like a candy shop smells, with a note of fruit jelly. The tannins are taut, but the wine doesn't hang together.",,,,,,,,,,,,,,,,high tannins,,,,,,pronounced,modern,perfumed
33019,US,"This wine in a box is simple and direct, with pineapple, lime and peach flavors that are sugary sweet. But it's crisp and clean in acidity, and the box is the equivalent of four regular bottles.",tropical fruit,,,,,,,,,,high acidity,sweet,,ready to drink,casual,,,,,,,,modern,zesty
29049,US,"From both Muscat Canelli (65%) and Muscat Giallo (35%), this fragrant and inviting wine is exactly what it proclaims to be, slightly sweet in honeysuckle, citrus and crisp texture. It offers lightness and lingering acidity in a moderate-alcohol package.",citrus,,,honeysuckle,,,,,honey,light-bodied,medium acidity,off-dry,medium,,aperitif,,,golden,,,,pronounced,modern,perfumed
44669,US,"Aged in American oak, with mostly similar vineyard sources. The American oak, with more spice to the fruit, and less smoothness overall than the C'est Belle Bottling. Cherry and berry flavors abound; it's sturdy, solid and well-made. Just 170 cases produced.",berry,pepper,,,oak,,,,,medium-bodied,,,,ready to drink,,medium tannins,,,,oak barrel,,pronounced,traditional,
80019,France,"The complexities of Burgundy! This is the vineyard next to the more familiar Les Charmes, just up the slope—hence dessus, meaning above. This vineyard gives a mineral character, hinting at Chablis, but with some Meursault richness as well. Hold this wine, with its delicious vanilla flavors, and it will be ready in a year.",,,soil,,vanilla,,,flint,,,,,,needs aging,,,mineral,,complex,oak barrel,,pronounced,,
82658,US,"Porty and dull. Almost undrinkable, except for some decent berry and currant flavors.",berry,,,,,,,,,,,,,over the hill,,,,,,,,muted,,
100304,Italy,"Smells like ripe peaches with hints of anise and almond. Tastes similar, with a plump mouthfeel that carries the flavors across the palate to a short but pleasant finish. Nice as an apéritif, or with mildly flavored fish or poultry.",peach,,,,,almond,,,,medium-bodied,,,,ready to drink,aperitif,,,,short,,,pronounced,,perfumed
90771,Italy,"This wine is mostly Cabernet Sauvignon with smaller percentages of Alicante and Petit Verdot that render a soapy, herbal nose with accents of root beer, exotic spice, lavender potpourri and green pepper corn. It is very well balanced.",,pepper,,violet,,,sage,,,,,,,,,,,,,,,pronounced,modern,exotic
38553,US,"Very dry and fairly tannic, it's severe on first sip and hard to appreciate, although there are some good black cherry, cola, leather, oak and black pepper flavors. It's complex in its own way, and gets better as it breathes in the glass. Give it a good, long decanting, and drink it now through 2018. The blend is Mourvèdre, Grenache, Syrah and Counoise, in that order.",berry,pepper,leather,,oak,,,,,full-bodied,,dry,,needs aging,dinner,high tannins,,,,oak barrel,dry,intense,,
